paradigm,subject,fold,permute_k,split,calib_size,seed,n_half_a,n_half_b,baseline_a,baseline_b,adapted_b,delta_b
mi,102,version_30,0,stratified,100,42,67,67,0.8977485928705441,0.9033771106941838,0.9183864915572233,0.01500938086303949
mi,102,version_30,0,stratified,100,43,67,67,0.9071294559099438,0.8958724202626642,0.9099437148217637,0.014071294559099501
mi,102,version_30,0,stratified,100,44,67,67,0.9371482176360225,0.9212007504690432,0.9090056285178236,-0.012195121951219523
mi,102,version_30,0,stratified,100,45,67,67,0.8893058161350844,0.9296435272045028,0.9127579737335835,-0.016885553470919357
mi,102,version_30,0,stratified,100,46,67,67,0.8939962476547842,0.9174484052532833,0.9596622889305816,0.04221388367729828
mi,102,version_30,0,stratified,200,42,17,17,0.8571428571428572,0.8939393939393939,0.9848484848484849,0.09090909090909094
mi,102,version_30,0,stratified,200,43,17,17,0.8857142857142857,0.9545454545454545,1.0,0.045454545454545525
mi,102,version_30,0,stratified,200,44,17,17,1.0,1.0,1.0,0.0
mi,102,version_30,0,stratified,200,45,17,17,0.8636363636363635,0.8857142857142858,0.9,0.014285714285714235
mi,102,version_30,0,stratified,200,46,17,17,0.9696969696969697,0.9142857142857141,0.9714285714285715,0.057142857142857384
mi,102,version_30,2,stratified,10,42,112,112,0.9174250084260196,0.9106841927873273,0.918773171553758,0.008088978766430777
mi,102,version_30,2,stratified,10,43,112,112,0.9413549039433771,0.9009100101112235,0.8988877654196158,-0.002022244691607722
mi,102,version_30,2,stratified,10,44,112,112,0.9184361307718234,0.9278732726659927,0.9322548028311426,0.004381530165149861
mi,102,version_30,2,stratified,10,45,112,112,0.910010111223458,0.9305695989214695,0.9292214357937311,-0.0013481631277384443
mi,102,version_30,2,stratified,10,46,112,112,0.9282103134479273,0.9002359285473543,0.9191102123356926,0.01887428378833822
mi,102,version_30,2,stratified,50,42,92,92,0.8804563492063493,0.9278195488721804,0.9238095238095239,-0.004010025062656575
mi,102,version_30,2,stratified,50,43,92,92,0.902281746031746,0.9348370927318296,0.943859649122807,0.009022556390977376
mi,102,version_30,2,stratified,50,44,92,92,0.8943452380952381,0.9573934837092731,0.9413533834586467,-0.01604010025062641
mi,102,version_30,2,stratified,50,45,92,92,0.9107142857142857,0.9218045112781954,0.9493734335839599,0.027568922305764465
mi,102,version_30,2,stratified,50,46,92,92,0.8799603174603174,0.9328320802005012,0.9488721804511278,0.01604010025062652
mi,102,version_30,2,stratified,100,42,67,67,0.900562851782364,0.9071294559099436,0.9080675422138836,0.0009380863039399889
mi,102,version_30,2,stratified,100,43,67,67,0.9287054409005628,0.9043151969981239,0.9146341463414633,0.010318949343339434
mi,102,version_30,2,stratified,100,44,67,67,0.9324577861163227,0.924015009380863,0.9202626641651032,-0.0037523452157598447
mi,102,version_30,2,stratified,100,45,67,67,0.8883677298311445,0.9333958724202627,0.9324577861163227,-0.0009380863039399889
mi,102,version_30,2,stratified,100,46,67,67,0.8939962476547842,0.9136960600375235,0.9699812382739212,0.05628517823639778
mi,102,version_30,2,stratified,200,42,17,17,0.9142857142857141,0.9393939393939393,1.0,0.06060606060606066
mi,102,version_30,2,stratified,200,43,17,17,0.9285714285714285,0.9696969696969697,1.0,0.030303030303030276
mi,102,version_30,2,stratified,200,44,17,17,1.0,0.9848484848484849,1.0,0.015151515151515138
mi,102,version_30,2,stratified,200,45,17,17,0.8787878787878787,0.8428571428571429,0.8999999999999999,0.05714285714285705
mi,102,version_30,2,stratified,200,46,17,17,0.9696969696969697,0.8999999999999999,0.9428571428571428,0.04285714285714293
mi,102,version_30,4,stratified,10,42,112,112,0.8945062352544658,0.9137175598247388,0.8998988877654196,-0.013818672059319193
mi,102,version_30,4,stratified,10,43,112,112,0.9248399056285811,0.8860802157061004,0.8439501179642737,-0.042130097741826744
mi,102,version_30,4,stratified,10,44,112,112,0.9201213346814965,0.9009100101112234,0.9342770475227502,0.0333670374115268
mi,102,version_30,4,stratified,10,45,112,112,0.8982136838557466,0.9288843950117964,0.7984496124031008,-0.13043478260869568
mi,102,version_30,4,stratified,10,46,112,112,0.9258510279743848,0.8928210313447927,0.8399056285810583,-0.05291540276373441
mi,102,version_30,4,stratified,50,42,92,92,0.8685515873015873,0.9177944862155389,0.9097744360902256,-0.008020050125313372
mi,102,version_30,4,stratified,50,43,92,92,0.8928571428571429,0.9022556390977443,0.8947368421052632,-0.007518796992481147
mi,102,version_30,4,stratified,50,44,92,92,0.8630952380952381,0.9598997493734336,0.9107769423558898,-0.04912280701754379
mi,102,version_30,4,stratified,50,45,92,92,0.9017857142857143,0.9117794486215539,0.9253132832080201,0.013533834586466176
mi,102,version_30,4,stratified,50,46,92,92,0.8625992063492063,0.9228070175438596,0.899749373433584,-0.023057644110275666
mi,102,version_30,4,stratified,100,42,67,67,0.9024390243902438,0.9155722326454034,0.8968105065666041,-0.018761726078799335
mi,102,version_30,4,stratified,100,43,67,67,0.9183864915572233,0.8836772983114447,0.9015009380863039,0.017823639774859235
mi,102,version_30,4,stratified,100,44,67,67,0.9371482176360224,0.8771106941838649,0.8555347091932457,-0.02157598499061919
mi,102,version_30,4,stratified,100,45,67,67,0.8911819887429644,0.9146341463414634,0.9287054409005628,0.01407129455909939
mi,102,version_30,4,stratified,100,46,67,67,0.8499061913696061,0.9043151969981239,0.9080675422138836,0.0037523452157597337
mi,102,version_30,4,stratified,200,42,17,17,0.9,0.8787878787878788,1.0,0.12121212121212122
mi,102,version_30,4,stratified,200,43,17,17,0.8857142857142857,0.9090909090909091,0.9545454545454545,0.045454545454545414
mi,102,version_30,4,stratified,200,44,17,17,0.9857142857142858,0.9696969696969696,0.9848484848484849,0.015151515151515249
mi,102,version_30,4,stratified,200,45,17,17,0.8636363636363635,0.8571428571428572,0.8285714285714285,-0.028571428571428692
mi,102,version_30,4,stratified,200,46,17,17,0.9545454545454545,0.9571428571428572,0.9142857142857144,-0.042857142857142816
mi,102,version_30,8,stratified,10,42,112,112,0.8399056285810582,0.7987866531850354,0.8449612403100775,0.04617458712504208
mi,102,version_30,8,stratified,10,43,112,112,0.8105830805527469,0.8297944051230198,0.8230535894843276,-0.006740815638692221
mi,102,version_30,8,stratified,10,44,112,112,0.8237276710481968,0.8051904280417931,0.8358611391978429,0.0306707111560498
mi,102,version_30,8,stratified,10,45,112,112,0.7981125716211661,0.8517020559487698,0.7724974721941356,-0.07920458375463424
mi,102,version_30,8,stratified,10,46,112,112,0.7971014492753623,0.8368722615436468,0.7954162453656892,-0.04145601617795758
mi,102,version_30,8,stratified,50,42,92,92,0.8035714285714286,0.8060150375939851,0.8280701754385966,0.02205513784461155
mi,102,version_30,8,stratified,50,43,92,92,0.7991071428571428,0.8175438596491228,0.830576441102757,0.013032581453634173
mi,102,version_30,8,stratified,50,44,92,92,0.7504960317460317,0.899749373433584,0.8902255639097745,-0.00952380952380949
mi,102,version_30,8,stratified,50,45,92,92,0.8080357142857143,0.8175438596491228,0.8867167919799499,0.06917293233082711
mi,102,version_30,8,stratified,50,46,92,92,0.7475198412698413,0.8636591478696741,0.8736842105263158,0.010025062656641714
mi,102,version_30,8,stratified,100,42,67,67,0.8105065666041276,0.7936210131332082,0.8283302063789868,0.03470919324577859
mi,102,version_30,8,stratified,100,43,67,67,0.8255159474671669,0.7898686679174485,0.8545966228893058,0.06472795497185735
mi,102,version_30,8,stratified,100,44,67,67,0.8911819887429643,0.7973733583489682,0.8395872420262664,0.04221388367729828
mi,102,version_30,8,stratified,100,45,67,67,0.8358348968105066,0.8442776735459663,0.7720450281425891,-0.07223264540337715
mi,102,version_30,8,stratified,100,46,67,67,0.774859287054409,0.8311444652908068,0.8452157598499062,0.01407129455909939
mi,102,version_30,8,stratified,200,42,17,17,0.8142857142857143,0.696969696969697,0.8333333333333334,0.13636363636363635
mi,102,version_30,8,stratified,200,43,17,17,0.7571428571428571,0.7575757575757576,0.9545454545454545,0.1969696969696969
mi,102,version_30,8,stratified,200,44,17,17,0.9428571428571428,0.8787878787878788,0.9545454545454545,0.07575757575757569
mi,102,version_30,8,stratified,200,45,17,17,0.8181818181818182,0.7999999999999999,0.8571428571428572,0.05714285714285727
mi,102,version_30,8,stratified,200,46,17,17,0.8181818181818181,0.8714285714285714,0.8571428571428571,-0.014285714285714346
mi,102,version_30,17,stratified,10,42,112,112,0.7580047185709471,0.7243006403774856,0.7576676777890125,0.0333670374115268
mi,102,version_30,17,stratified,10,43,112,112,0.7681159420289855,0.7094708459723627,0.7593528816986855,0.04988203572632288
mi,102,version_30,17,stratified,10,44,112,112,0.7283451297607011,0.7795753286147624,0.7809234917425009,0.0013481631277384443
mi,102,version_30,17,stratified,10,45,112,112,0.7559824738793394,0.7448601280754972,0.7438490057296933,-0.0010111223458039165
mi,102,version_30,17,stratified,10,46,112,112,0.8075497135153353,0.6801482979440512,0.7269969666329625,0.046848668688911355
mi,102,version_30,17,stratified,50,42,92,92,0.7619047619047619,0.7338345864661655,0.8065162907268171,0.07268170426065157
mi,102,version_30,17,stratified,50,43,92,92,0.8040674603174603,0.6511278195488722,0.7684210526315789,0.11729323308270667
mi,102,version_30,17,stratified,50,44,92,92,0.7371031746031746,0.7674185463659149,0.7709273182957393,0.0035087719298244613
mi,102,version_30,17,stratified,50,45,92,92,0.7703373015873016,0.7774436090225564,0.7699248120300752,-0.007518796992481147
mi,102,version_30,17,stratified,50,46,92,92,0.6617063492063492,0.81203007518797,0.8847117794486216,0.07268170426065157
mi,102,version_30,17,stratified,100,42,67,67,0.777673545966229,0.7786116322701688,0.8180112570356474,0.039399624765478536
mi,102,version_30,17,stratified,100,43,67,67,0.7626641651031896,0.6838649155722326,0.8180112570356473,0.13414634146341464
mi,102,version_30,17,stratified,100,44,67,67,0.7495309568480301,0.7457786116322701,0.8227016885553471,0.07692307692307698
mi,102,version_30,17,stratified,100,45,67,67,0.7570356472795496,0.802063789868668,0.7729831144465291,-0.02908067542213888
mi,102,version_30,17,stratified,100,46,67,67,0.6904315196998123,0.7598499061913696,0.8939962476547842,0.13414634146341464
mi,102,version_30,17,stratified,200,42,17,17,0.6857142857142857,0.8636363636363636,0.9242424242424243,0.06060606060606066
mi,102,version_30,17,stratified,200,43,17,17,0.4857142857142857,0.7727272727272727,0.9696969696969696,0.1969696969696969
mi,102,version_30,17,stratified,200,44,17,17,0.7857142857142857,0.6212121212121212,0.9242424242424242,0.303030303030303
mi,102,version_30,17,stratified,200,45,17,17,0.8333333333333333,0.7428571428571429,0.8428571428571429,0.09999999999999998
mi,102,version_30,17,stratified,200,46,17,17,0.712121212121212,0.7999999999999999,0.9142857142857143,0.11428571428571432
mi,102,version_41,0,stratified,10,42,112,112,0.9265251095382541,0.9359622514324233,0.9453993933265925,0.009437141894169221
mi,102,version_41,0,stratified,10,43,112,112,0.9534883720930232,0.904954499494439,0.8958543983822043,-0.009100101112234693
mi,102,version_41,0,stratified,10,44,112,112,0.9376474553420964,0.9312436804853387,0.9255139871924504,-0.005729693292888305
mi,102,version_41,0,stratified,10,45,112,112,0.9292214357937311,0.9403437815975734,0.9339400067408157,-0.0064037748567576935
mi,102,version_41,0,stratified,10,46,112,112,0.949443882709808,0.9086619480957197,0.9009100101112234,-0.007751937984496249
mi,102,version_41,0,stratified,50,42,92,92,0.9122023809523809,0.9328320802005012,0.9388471177944862,0.006015037593984918
mi,102,version_41,0,stratified,50,43,92,92,0.9196428571428572,0.9348370927318295,0.931328320802005,-0.0035087719298244613
mi,102,version_41,0,stratified,50,44,92,92,0.9112103174603174,0.9624060150375939,0.9278195488721804,-0.0345864661654135
mi,102,version_41,0,stratified,50,45,92,92,0.9464285714285714,0.9358395989974938,0.9288220551378447,-0.007017543859649145
mi,102,version_41,0,stratified,50,46,92,92,0.910218253968254,0.9483709273182958,0.9483709273182958,0.0
mi,102,version_41,0,stratified,100,42,67,67,0.9183864915572232,0.9230769230769231,0.9343339587242027,0.011257035647279534
mi,102,version_41,0,stratified,100,43,67,67,0.9268292682926829,0.9033771106941839,0.9174484052532834,0.014071294559099501
mi,102,version_41,0,stratified,100,44,67,67,0.9634146341463414,0.9249530956848031,0.8986866791744841,-0.026266416510319024
mi,102,version_41,0,stratified,100,45,67,67,0.9080675422138836,0.9699812382739212,0.9455909943714821,-0.024390243902439157
mi,102,version_41,0,stratified,100,46,67,67,0.9296435272045028,0.9183864915572232,0.9521575984990619,0.03377110694183871
mi,102,version_41,0,stratified,200,42,17,17,0.9285714285714286,0.9242424242424242,0.9848484848484849,0.06060606060606066
mi,102,version_41,0,stratified,200,43,17,17,0.9142857142857144,0.9696969696969697,0.9848484848484849,0.015151515151515138
mi,102,version_41,0,stratified,200,44,17,17,0.9285714285714286,1.0,1.0,0.0
mi,102,version_41,0,stratified,200,45,17,17,0.8787878787878787,0.9428571428571428,0.9142857142857143,-0.02857142857142858
mi,102,version_41,0,stratified,200,46,17,17,0.9848484848484849,0.9285714285714285,0.9571428571428572,0.028571428571428692
mi,102,version_41,2,stratified,10,42,112,112,0.9332659251769464,0.9224806201550387,0.9268621503201887,0.004381530165149972
mi,102,version_41,2,stratified,10,43,112,112,0.9531513313110886,0.9015840916750927,0.8827098078867543,-0.01887428378833833
mi,102,version_41,2,stratified,10,44,112,112,0.9278732726659926,0.9339400067408157,0.9046174587125042,-0.029322548028311468
mi,102,version_41,2,stratified,10,45,112,112,0.9258510279743848,0.9342770475227502,0.9396697000337041,0.005392652510953888
mi,102,version_41,2,stratified,10,46,112,112,0.9427030670711156,0.9049544994944388,0.9002359285473542,-0.0047185709470846104
mi,102,version_41,2,stratified,50,42,92,92,0.9166666666666666,0.9253132832080201,0.9223057644110275,-0.00300751879699257
mi,102,version_41,2,stratified,50,43,92,92,0.9057539682539684,0.9423558897243107,0.9218045112781954,-0.02055137844611532
mi,102,version_41,2,stratified,50,44,92,92,0.8938492063492064,0.9573934837092732,0.9273182957393483,-0.03007518796992492
mi,102,version_41,2,stratified,50,45,92,92,0.9375,0.9283208020050127,0.9298245614035088,0.0015037593984961184
mi,102,version_41,2,stratified,50,46,92,92,0.8988095238095237,0.9478696741854636,0.9468671679197994,-0.001002506265664227
mi,102,version_41,2,stratified,100,42,67,67,0.9080675422138836,0.9202626641651033,0.926829268292683,0.0065666041275797005
mi,102,version_41,2,stratified,100,43,67,67,0.9324577861163227,0.9015009380863039,0.9202626641651033,0.018761726078799335
mi,102,version_41,2,stratified,100,44,67,67,0.9577861163227017,0.9183864915572233,0.898686679174484,-0.019699812382739323
mi,102,version_41,2,stratified,100,45,67,67,0.899624765478424,0.9690431519699813,0.9615384615384616,-0.007504690431519689
mi,102,version_41,2,stratified,100,46,67,67,0.9230769230769231,0.9371482176360226,0.9624765478424014,0.025328330206378813
mi,102,version_41,2,stratified,200,42,17,17,0.9428571428571428,0.9848484848484849,1.0,0.015151515151515138
mi,102,version_41,2,stratified,200,43,17,17,0.9142857142857143,0.9848484848484849,0.9696969696969696,-0.015151515151515249
mi,102,version_41,2,stratified,200,44,17,17,0.9571428571428572,0.9848484848484849,1.0,0.015151515151515138
mi,102,version_41,2,stratified,200,45,17,17,0.8787878787878787,0.8714285714285713,0.9,0.028571428571428692
mi,102,version_41,2,stratified,200,46,17,17,0.9848484848484849,0.9428571428571428,0.9428571428571428,0.0
mi,102,version_41,4,stratified,10,42,112,112,0.9140546006066734,0.9565217391304348,0.9332659251769464,-0.023255813953488413
mi,102,version_41,4,stratified,10,43,112,112,0.9605662285136503,0.901247050893158,0.9009100101112234,-0.0003370407819346388
mi,102,version_41,4,stratified,10,44,112,112,0.9430401078530503,0.9224806201550387,0.8938321536905967,-0.02864846646444208
mi,102,version_41,4,stratified,10,45,112,112,0.9315807212672733,0.9369733737782272,0.9106841927873273,-0.02628918099089994
mi,102,version_41,4,stratified,10,46,112,112,0.9453993933265925,0.9140546006066734,0.8921469497809235,-0.02190765082574997
mi,102,version_41,4,stratified,50,42,92,92,0.914186507936508,0.9358395989974937,0.9263157894736842,-0.00952380952380949
mi,102,version_41,4,stratified,50,43,92,92,0.9097222222222222,0.9303258145363409,0.9268170426065163,-0.0035087719298245723
mi,102,version_41,4,stratified,50,44,92,92,0.9077380952380952,0.9634085213032582,0.931328320802005,-0.03208020050125315
mi,102,version_41,4,stratified,50,45,92,92,0.914186507936508,0.9453634085213033,0.924812030075188,-0.02055137844611532
mi,102,version_41,4,stratified,50,46,92,92,0.8883928571428572,0.9558897243107769,0.9348370927318296,-0.021052631578947323
mi,102,version_41,4,stratified,100,42,67,67,0.9315196998123827,0.9362101313320826,0.9315196998123827,-0.004690431519699945
mi,102,version_41,4,stratified,100,43,67,67,0.9371482176360225,0.8921200750469043,0.9108818011257035,0.018761726078799223
mi,102,version_41,4,stratified,100,44,67,67,0.9681050656660413,0.9033771106941838,0.9080675422138836,0.004690431519699834
mi,102,version_41,4,stratified,100,45,67,67,0.8996247654784241,0.9549718574108818,0.9446529080675422,-0.010318949343339545
mi,102,version_41,4,stratified,100,46,67,67,0.9183864915572233,0.9296435272045027,0.9146341463414634,-0.015009380863039268
mi,102,version_41,4,stratified,200,42,17,17,0.9285714285714285,0.9393939393939393,1.0,0.06060606060606066
mi,102,version_41,4,stratified,200,43,17,17,0.9285714285714286,0.9696969696969696,0.9242424242424242,-0.045454545454545414
mi,102,version_41,4,stratified,200,44,17,17,1.0,0.9848484848484849,0.9696969696969696,-0.015151515151515249
mi,102,version_41,4,stratified,200,45,17,17,0.8636363636363635,0.9571428571428571,0.9285714285714286,-0.02857142857142847
mi,102,version_41,4,stratified,200,46,17,17,0.9545454545454545,0.9571428571428572,0.9428571428571428,-0.014285714285714346
mi,102,version_41,8,stratified,10,42,112,112,0.8830468486686889,0.8965284799460735,0.8958543983822043,-0.0006740815638692776
mi,102,version_41,8,stratified,10,43,112,112,0.8790023592854737,0.8897876643073812,0.9063026626221773,0.01651499831479608
mi,102,version_41,8,stratified,10,44,112,112,0.890798786653185,0.8830468486686889,0.8823727671048197,-0.0006740815638691666
mi,102,version_41,8,stratified,10,45,112,112,0.8823727671048197,0.9015840916750927,0.8968655207280082,-0.004718570947084499
mi,102,version_41,8,stratified,10,46,112,112,0.8978766430738119,0.8736097067745197,0.8459723626558814,-0.027637344118638274
mi,102,version_41,8,stratified,50,42,92,92,0.8849206349206349,0.8786967418546365,0.9037593984962407,0.02506265664160412
mi,102,version_41,8,stratified,50,43,92,92,0.8551587301587302,0.9022556390977443,0.9117794486215538,0.00952380952380949
mi,102,version_41,8,stratified,50,44,92,92,0.8412698412698413,0.9403508771929825,0.9007518796992482,-0.0395989974937343
mi,102,version_41,8,stratified,50,45,92,92,0.873015873015873,0.8957393483709273,0.9172932330827068,0.021553884711779547
mi,102,version_41,8,stratified,50,46,92,92,0.8263888888888888,0.944360902255639,0.9263157894736842,-0.018045112781954753
mi,102,version_41,8,stratified,100,42,67,67,0.8667917448405253,0.8968105065666042,0.9090056285178236,0.012195121951219412
mi,102,version_41,8,stratified,100,43,67,67,0.899624765478424,0.8686679174484053,0.9099437148217636,0.04127579737335829
mi,102,version_41,8,stratified,100,44,67,67,0.9446529080675422,0.8808630393996248,0.8705440900562851,-0.010318949343339767
mi,102,version_41,8,stratified,100,45,67,67,0.8799249530956847,0.8986866791744841,0.8677298311444653,-0.030956848030018747
mi,102,version_41,8,stratified,100,46,67,67,0.8808630393996247,0.9174484052532833,0.9155722326454033,-0.0018761726078799779
mi,102,version_41,8,stratified,200,42,17,17,0.8571428571428572,0.9545454545454545,1.0,0.045454545454545525
mi,102,version_41,8,stratified,200,43,17,17,0.8571428571428572,0.8939393939393939,0.9696969696969696,0.07575757575757569
mi,102,version_41,8,stratified,200,44,17,17,0.9714285714285714,0.9545454545454545,0.9545454545454545,0.0
mi,102,version_41,8,stratified,200,45,17,17,0.803030303030303,0.8857142857142857,0.9285714285714286,0.04285714285714293
mi,102,version_41,8,stratified,200,46,17,17,1.0,1.0,0.9571428571428572,-0.042857142857142816
mi,102,version_41,17,stratified,10,42,112,112,0.7027300303336704,0.7276710481968318,0.8058645096056622,0.07819346140883043
mi,102,version_41,17,stratified,10,43,112,112,0.7549713515335356,0.6872261543646782,0.698685540950455,0.011459386585776832
mi,102,version_41,17,stratified,10,44,112,112,0.7013818672059318,0.7448601280754972,0.7007077856420627,-0.044152342433434466
mi,102,version_41,17,stratified,10,45,112,112,0.6680148297944051,0.7677789012470508,0.7654196157735086,-0.0023592854735422497
mi,102,version_41,17,stratified,10,46,112,112,0.7681159420289855,0.6754297269969666,0.6723963599595552,-0.0030333670374114163
mi,102,version_41,17,stratified,50,42,92,92,0.6493055555555556,0.7538847117794486,0.7759398496240602,0.02205513784461155
mi,102,version_41,17,stratified,50,43,92,92,0.7222222222222222,0.687218045112782,0.7834586466165414,0.09624060150375946
mi,102,version_41,17,stratified,50,44,92,92,0.6661706349206349,0.7308270676691729,0.6812030075187969,-0.049624060150376015
mi,102,version_41,17,stratified,50,45,92,92,0.6681547619047619,0.7924812030075188,0.7824561403508772,-0.010025062656641603
mi,102,version_41,17,stratified,50,46,92,92,0.6691468253968255,0.7578947368421053,0.8085213032581453,0.05062656641604002
mi,102,version_41,17,stratified,100,42,67,67,0.7748592870544091,0.6585365853658537,0.8170731707317074,0.1585365853658537
mi,102,version_41,17,stratified,100,43,67,67,0.722326454033771,0.6613508442776735,0.7973733583489682,0.13602251407129462
mi,102,version_41,17,stratified,100,44,67,67,0.6894934333958724,0.7223264540337712,0.7542213883677299,0.031894934333958735
mi,102,version_41,17,stratified,100,45,67,67,0.6998123827392121,0.7626641651031896,0.7757973733583489,0.01313320825515929
mi,102,version_41,17,stratified,100,46,67,67,0.6575984990619137,0.7645403377110694,0.8977485928705441,0.13320825515947465
mi,102,version_41,17,stratified,200,42,17,17,0.7428571428571429,0.8939393939393939,0.9393939393939393,0.045454545454545414
mi,102,version_41,17,stratified,200,43,17,17,0.4857142857142857,0.8787878787878788,0.9848484848484849,0.10606060606060608
mi,102,version_41,17,stratified,200,44,17,17,0.8428571428571429,0.8333333333333333,0.9848484848484849,0.1515151515151516
mi,102,version_41,17,stratified,200,45,17,17,0.7121212121212122,0.6000000000000001,0.7,0.09999999999999987
mi,102,version_41,17,stratified,200,46,17,17,0.7272727272727273,0.8,0.8571428571428572,0.05714285714285716
mi,103,version_27,0,stratified,10,42,112,112,0.8206943040107852,0.8378833838894506,0.7660936973373778,-0.07178968655207285
mi,103,version_27,0,stratified,10,43,112,112,0.8388945062352544,0.8196831816649814,0.7927199191102123,-0.026963262554769107
mi,103,version_27,0,stratified,10,44,112,112,0.833164812942366,0.8372093023255814,0.6791371755982474,-0.15807212672733406
mi,103,version_27,0,stratified,10,45,112,112,0.8361981799797775,0.8355240984159084,0.7553083923154702,-0.08021570610043816
mi,103,version_27,0,stratified,10,46,112,112,0.8729356252106505,0.8038422649140545,0.7923828783282777,-0.011459386585776832
mi,103,version_27,0,stratified,50,42,92,92,0.8154761904761905,0.8451127819548871,0.8325814536340853,-0.012531328320801838
mi,103,version_27,0,stratified,50,43,92,92,0.8685515873015873,0.8010025062656642,0.7714285714285715,-0.029573934837092697
mi,103,version_27,0,stratified,50,44,92,92,0.847718253968254,0.8165413533834587,0.8365914786967419,0.020050125313283207
mi,103,version_27,0,stratified,50,45,92,92,0.8740079365079365,0.8401002506265665,0.8295739348370927,-0.010526315789473717
mi,103,version_27,0,stratified,50,46,92,92,0.814484126984127,0.8280701754385965,0.8250626566416039,-0.00300751879699257
mi,103,version_27,0,stratified,100,42,67,67,0.8208255159474672,0.8592870544090057,0.8658536585365854,0.0065666041275797005
mi,103,version_27,0,stratified,100,43,67,67,0.9249530956848029,0.7345215759849906,0.7401500938086303,0.0056285178236397115
mi,103,version_27,0,stratified,100,44,67,67,0.8348968105065666,0.7682926829268293,0.7861163227016885,0.017823639774859235
mi,103,version_27,0,stratified,100,45,67,67,0.7861163227016885,0.8883677298311444,0.8893058161350844,0.0009380863039399889
mi,103,version_27,0,stratified,100,46,67,67,0.9052532833020639,0.8217636022514071,0.8470919324577861,0.025328330206379035
mi,103,version_27,0,stratified,200,42,17,17,0.7714285714285714,0.9090909090909092,0.8484848484848485,-0.06060606060606066
mi,103,version_27,0,stratified,200,43,17,17,0.8142857142857143,0.9242424242424243,0.9545454545454545,0.030303030303030165
mi,103,version_27,0,stratified,200,44,17,17,0.8,0.9545454545454545,0.9393939393939393,-0.015151515151515138
mi,103,version_27,0,stratified,200,45,17,17,0.8787878787878788,0.8714285714285714,0.8857142857142857,0.014285714285714235
mi,103,version_27,0,stratified,200,46,17,17,0.8939393939393939,0.6714285714285714,0.7857142857142857,0.11428571428571432
mi,103,version_27,2,stratified,10,42,112,112,0.7913717559824738,0.8200202224469161,0.7576676777890125,-0.06235254465790363
mi,103,version_27,2,stratified,10,43,112,112,0.8294573643410852,0.7900235928547354,0.762386248736097,-0.027637344118638496
mi,103,version_27,2,stratified,10,44,112,112,0.8115942028985507,0.8142905291540276,0.7067745197168858,-0.10751600943714179
mi,103,version_27,2,stratified,10,45,112,112,0.8122682844624199,0.8179979777553084,0.7114930906639704,-0.10650488709133799
mi,103,version_27,2,stratified,10,46,112,112,0.8638355240984159,0.7627232895180317,0.7617121671722279,-0.0010111223458038054
mi,103,version_27,2,stratified,50,42,92,92,0.783234126984127,0.830576441102757,0.819047619047619,-0.011528822055137944
mi,103,version_27,2,stratified,50,43,92,92,0.8581349206349206,0.7644110275689223,0.762406015037594,-0.002005012531328343
mi,103,version_27,2,stratified,50,44,92,92,0.8253968253968254,0.7874686716791981,0.806015037593985,0.018546365914786866
mi,103,version_27,2,stratified,50,45,92,92,0.8402777777777778,0.8350877192982457,0.8350877192982457,0.0
mi,103,version_27,2,stratified,50,46,92,92,0.7966269841269842,0.8045112781954887,0.8140350877192982,0.00952380952380949
mi,103,version_27,2,stratified,100,42,67,67,0.8048780487804879,0.8264540337711069,0.8714821763602252,0.04502814258911825
mi,103,version_27,2,stratified,100,43,67,67,0.924953095684803,0.674484052532833,0.74765478424015,0.07317073170731703
mi,103,version_27,2,stratified,100,44,67,67,0.8208255159474672,0.7195121951219512,0.7560975609756098,0.03658536585365857
mi,103,version_27,2,stratified,100,45,67,67,0.726078799249531,0.8780487804878048,0.9080675422138836,0.03001876172607887
mi,103,version_27,2,stratified,100,46,67,67,0.8883677298311445,0.8105065666041276,0.8367729831144466,0.026266416510319024
mi,103,version_27,2,stratified,200,42,17,17,0.7714285714285715,0.8636363636363635,0.8636363636363635,0.0
mi,103,version_27,2,stratified,200,43,17,17,0.7571428571428571,0.9090909090909091,0.8939393939393939,-0.015151515151515138
mi,103,version_27,2,stratified,200,44,17,17,0.7285714285714285,0.9242424242424242,0.9090909090909091,-0.015151515151515138
mi,103,version_27,2,stratified,200,45,17,17,0.6818181818181819,0.8571428571428571,0.8999999999999999,0.042857142857142816
mi,103,version_27,2,stratified,200,46,17,17,0.8636363636363635,0.7000000000000001,0.8,0.09999999999999998
mi,103,version_27,4,stratified,10,42,112,112,0.8058645096056622,0.8092349174250084,0.711830131445905,-0.0974047859791034
mi,103,version_27,4,stratified,10,43,112,112,0.7933940006740816,0.837546343107516,0.6734074823053589,-0.16413886080215712
mi,103,version_27,4,stratified,10,44,112,112,0.8102460397708122,0.8122682844624198,0.6616110549376475,-0.15065722952477234
mi,103,version_27,4,stratified,10,45,112,112,0.8311425682507583,0.7896865520728009,0.7657566565554432,-0.02392989551735769
mi,103,version_27,4,stratified,10,46,112,112,0.8483316481294236,0.7863161442534546,0.6066734074823054,-0.17964273677114928
mi,103,version_27,4,stratified,50,42,92,92,0.7733134920634921,0.8385964912280701,0.8506265664160401,0.012030075187969946
mi,103,version_27,4,stratified,50,43,92,92,0.8462301587301587,0.8040100250626567,0.7799498746867167,-0.024060150375940004
